peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
62.4,1.64,M,22,0,1,0,6,3,0,N,2,3,4
102.07,1.67,M,73,110,16,1,4,0,5,N,0,0,0
99.79,1.8,V,27,10,8,2,0,0,0,N,1,1,1
87.35,1.76,V,32,10,3,0,15,4,0,N,0,2,4
73.96,1.64,M,29,0,0,1,0,8,0,N,1,1,1
56.36,1.65,M,42,0,0,4,0,0,0,N,2,1,2
77.42,1.62,M,48,0,0,0,19,10,0,N,3,4,4
66.32,1.79,V,30,0,0,2,0,0,0,N,0,2,4
97.72,1.82,V,23,0,7,3,1,1,0,N,0,1,2
75.41,1.78,V,18,110,2,1,0,0,0,N,1,3,3
57.39,1.59,M,26,0,1,0,0,0,0,N,0,2,3
79.29,1.72,M,47,0,0,2,8,8,0,N,1,2,2
102.93,1.71,V,40,0,5,0,22,9,0,N,2,3,1
52.87,1.63,V,23,0,0,0,0,2,0,N,2,4,4
94.11,1.58,M,45,0,13,0,0,5,1,N,0,1,1
99.35,1.68,V,39,0,0,0,22,17,0,N,2,3,0
85.49,1.76,V,32,0,0,1,11,10,0,N,3,4,4
78.81,1.64,M,42,0,9,4,0,4,0,N,1,3,2
52.5,1.57,M,27,60,0,3,10,2,5,N,2,4,4
111.56,1.67,M,42,0,17,3,6,4,0,N,0,1,1
65.25,1.73,V,18,0,0,4,2,0,0,N,1,2,3
103.61,1.78,V,22,0,0,0,15,10,0,N,2,1,1
69.7,1.76,V,18,0,0,0,0,0,1,N,0,1,2
64.82,1.62,M,49,0,0,0,9,7,0,N,0,2,1
115.6,1.7,M,36,10,15,0,25,9,0,N,1,2,0
58.88,1.6,M,48,0,2,0,0,0,0,N,0,1,4
99.96,1.69,V,44,10,13,1,0,0,0,S,2,1,1
67.34,1.7,V,18,80,0,0,0,0,0,N,2,3,3
85.38,1.58,M,18,20,2,0,20,4,0,N,0,0,1
100.86,1.73,V,53,0,12,0,0,0,0,N,1,1,0
90.87,1.63,M,25,0,3,1,18,11,0,N,2,3,2
99.12,1.76,V,18,30,0,0,20,12,0,N,1,2,3
74.55,1.72,V,52,0,2,4,14,4,0,N,1,2,3
56.22,1.55,M,18,0,0,4,0,6,0,N,0,3,4
112.02,1.74,M,79,0,16,0,5,0,1,N,0,0,0
74.74,1.67,M,62,0,6,0,7,0,0,N,2,3,1
123.9,1.76,V,47,0,18,1,22,9,3,N,2,3,3
44.37,1.57,M,49,0,0,7,0,0,0,N,0,2,3
56.35,1.75,V,48,0,0,0,0,1,0,N,2,4,3
75.08,1.74,V,48,140,0,3,11,2,3,N,0,1,2
66.66,1.62,M,35,0,0,0,3,5,0,N,1,1,0
70.66,1.78,V,29,0,0,0,4,0,0,N,2,3,3
66.91,1.76,V,73,10,0,0,0,4,0,S,1,1,0
70.78,1.65,M,24,0,0,0,11,5,0,N,1,3,3
70.54,1.66,M,53,20,0,2,15,6,NA,N,1,2,3
74.27,1.62,M,45,0,2,9,18,10,0,N,1,1,2
66.3,1.74,M,51,20,0,2,0,6,0,N,1,3,3
105.94,1.76,V,18,0,0,0,19,8,0,N,0,0,0
63.6,1.77,V,65,0,0,0,0,0,0,N,1,2,1
54.76,1.56,M,37,0,0,0,14,2,0,N,3,4,4
71.95,1.67,M,49,0,0,5,16,6,0,S,0,1,2
133.96,1.83,V,30,50,17,1,15,11,1,N,0,2,1
54.33,1.7,V,73,0,0,1,5,1,0,N,0,1,1
100.53,1.69,M,49,0,11,0,13,1,0,N,2,2,2
71.12,1.77,V,65,0,0,0,16,2,2,N,1,3,2
69.33,1.74,V,42,0,0,0,2,2,0,N,1,1,3
90.93,1.78,V,44,30,0,0,11,10,0,N,1,3,2
62.46,1.62,M,60,110,0,4,0,8,0,N,0,2,1
68.17,1.61,M,36,140,0,1,2,3,0,N,2,3,1
60.96,1.68,M,42,0,0,0,6,2,0,N,2,4,4
62.29,1.83,V,56,100,0,5,0,1,0,N,1,3,1
88.66,1.77,V,18,0,3,0,0,1,0,N,0,0,1
69.21,1.75,V,50,0,0,1,9,7,0,N,1,3,3
60.42,1.59,M,42,70,0,1,0,9,3,N,2,2,3
56.12,1.59,M,26,60,0,0,0,0,0,N,1,3,3
105.51,1.78,V,75,0,5,0,18,15,0,N,2,2,3
103.19,1.67,M,51,0,11,1,12,1,0,N,2,1,1
85.83,1.7,V,38,0,3,5,1,8,0,N,0,0,0
76.63,1.62,M,35,0,9,5,9,0,0,S,4,4,3
101.98,1.75,V,39,0,2,0,16,12,0,N,0,2,3
66,1.74,V,37,0,0,0,0,3,3,N,0,2,2
107.34,1.79,V,23,0,13,0,0,0,0,N,0,3,4
80.52,1.77,V,47,0,3,0,1,6,0,N,2,2,3
60.71,1.65,M,35,0,0,1,0,0,0,N,1,1,2
89.49,1.73,V,43,0,0,0,12,15,0,N,1,2,2
73.43,1.64,M,43,200,5,0,0,0,2,N,0,0,1
101.47,1.83,V,43,200,3,1,3,6,0,N,0,1,0
64.25,1.65,M,62,20,0,0,13,0,4,N,1,1,1
54.45,1.65,M,27,90,0,0,0,0,4,N,3,4,4
86.83,1.69,M,37,0,4,0,4,3,0,N,0,2,2
77.53,1.67,M,55,0,0,0,23,7,0,N,2,3,1
82.27,1.67,M,34,60,4,3,5,3,2,N,0,1,0
103.45,1.65,M,49,100,12,0,0,8,0,N,3,4,4
63.88,1.74,V,18,100,0,6,0,0,3,N,1,2,3
102.9,1.75,V,26,60,8,4,11,4,0,S,1,3,3
73.19,1.78,V,18,70,0,3,0,1,0,N,1,1,1
53.52,1.64,M,62,0,0,0,12,2,0,N,3,4,4
87.15,1.63,M,29,20,0,7,22,12,0,S,0,1,0
67.75,1.72,V,31,0,0,0,0,2,0,N,3,4,3
62.97,1.63,M,53,0,0,0,13,0,0,N,0,2,0
115.6,1.7,M,27,40,20,0,18,10,0,N,0,2,2
125.21,1.82,V,50,80,0,0,22,22,4,N,1,1,1
90.11,1.65,V,37,0,8,1,4,6,0,N,3,4,4
97.33,1.72,V,28,0,3,1,22,10,0,N,2,4,2
97.79,1.74,V,18,20,0,1,12,13,0,N,3,3,3
71.6,1.8,V,23,0,0,0,2,1,0,N,2,3,3
49.6,1.66,M,28,0,0,5,0,0,0,N,2,4,4
66.43,1.65,M,52,0,0,2,14,3,0,N,2,1,1
115.53,1.73,V,46,0,9,2,15,12,0,S,2,3,2
81,1.71,V,47,50,0,0,1,12,0,N,1,2,1
74.54,1.69,V,41,0,0,0,2,8,0,S,0,0,2
112.58,1.71,M,42,0,13,1,0,3,0,N,1,2,1
99.65,1.79,V,41,0,2,0,25,9,0,N,1,3,4
61.57,1.56,M,19,0,6,4,0,0,0,N,2,3,4
100.39,1.95,V,18,0,3,5,3,0,0,N,0,2,3
58.4,1.59,M,57,0,2,4,3,0,0,N,1,0,0
99.71,1.71,V,28,0,4,0,11,10,0,N,3,3,2
85.8,1.64,M,41,130,9,0,7,0,0,N,1,3,3
55.88,1.68,V,22,0,0,3,2,0,2,N,3,3,3
92.54,1.69,V,18,80,2,1,0,9,0,N,1,1,0
105.94,1.76,V,49,0,9,0,0,1,0,S,0,0,0
68.54,1.73,M,32,0,1,0,0,0,3,N,0,2,2
78.46,1.68,M,41,10,1,3,0,9,0,N,0,0,0
83.81,1.7,M,34,0,0,0,7,12,0,N,2,3,2
75.44,1.71,M,37,0,3,3,2,0,1,N,1,2,1
70.23,1.7,V,56,100,0,0,0,4,1,N,1,2,2
80.81,1.73,M,42,110,3,7,3,2,0,N,1,1,0
77.25,1.67,M,41,0,6,0,2,0,0,N,0,2,3
87.14,1.71,V,18,0,0,5,27,6,0,N,2,4,3
113.06,1.76,V,22,0,9,3,9,6,0,N,2,2,1
90.53,1.74,V,18,20,0,0,0,7,0,N,1,0,0
56.39,1.77,V,35,40,0,7,5,0,4,N,1,4,4
108.9,1.65,M,21,0,8,0,28,12,0,N,1,0,0
97.38,1.82,V,28,0,7,2,2,5,0,N,3,4,4
77.76,1.61,M,39,0,7,4,10,0,0,N,1,2,0
94.74,1.71,M,77,0,14,3,4,4,6,N,0,2,2
94.79,1.76,V,39,0,0,0,14,11,0,N,1,2,2
104.16,1.66,M,25,140,10,1,18,0,0,N,1,2,1
67.46,1.68,V,48,100,0,5,9,0,2,N,1,0,1
80.46,1.66,M,51,0,3,0,10,7,2,N,2,3,3
72.54,1.69,V,55,0,0,0,14,1,0,N,1,1,1
84.28,1.77,V,51,130,0,0,13,8,1,N,3,3,3
96.77,1.67,V,53,0,14,0,0,1,0,S,0,2,2
61.11,1.71,V,18,0,1,3,0,0,0,N,3,4,4
74.78,1.74,V,59,0,0,2,10,2,0,N,0,0,0
74.26,1.72,V,44,0,0,0,7,4,4,N,0,2,2
50.2,1.67,M,47,0,0,4,0,0,0,N,2,3,4
46.61,1.55,M,18,0,0,8,0,0,0,N,2,3,1
115.6,1.7,M,34,0,21,0,18,10,0,N,0,1,0
65.68,1.72,V,63,90,0,1,0,0,0,N,1,0,0
80.96,1.64,M,27,20,0,0,19,9,0,N,2,3,2
78.95,1.71,V,18,120,0,0,11,0,0,N,0,1,1
65.38,1.72,V,28,160,0,0,0,1,3,N,2,3,4
62.42,1.7,M,29,0,0,0,0,1,0,N,1,3,3
81.14,1.77,M,28,120,1,0,0,6,0,N,1,2,4
91.37,1.8,V,58,40,11,3,6,1,0,N,2,4,4
90.65,1.71,V,46,20,10,7,7,1,0,N,1,2,1
64.62,1.71,M,40,0,0,4,0,5,0,N,1,1,1
61.32,1.64,M,53,0,0,3,7,4,0,N,3,3,2
111.56,1.67,V,55,50,0,0,27,25,0,N,0,1,1
108.37,1.7,M,25,10,6,0,19,9,0,N,1,1,1
107.8,1.76,V,41,0,9,6,0,9,0,N,1,1,0
49,1.65,M,53,0,1,3,4,0,0,N,3,4,4
58.4,1.59,M,31,60,0,5,0,5,0,N,3,3,2
61.43,1.61,M,18,0,1,0,0,0,0,N,2,1,1
90.22,1.74,M,20,0,2,0,14,0,0,N,0,1,2
74.13,1.66,M,28,40,7,2,0,0,0,N,2,4,3
71.69,1.69,V,39,0,0,0,10,2,0,S,1,2,2
72,1.63,M,38,0,0,1,10,5,0,N,0,0,1
94.12,1.84,V,35,0,0,0,5,8,0,N,0,2,1
100.4,1.67,M,32,0,9,0,13,9,0,N,2,4,4
81.76,1.64,M,26,0,0,0,15,7,0,N,1,1,2
83.43,1.72,V,35,0,7,0,0,0,0,N,1,2,3
103.68,1.61,M,18,0,0,0,27,25,0,N,1,2,2
73.78,1.87,V,18,0,0,0,0,0,0,N,2,4,4
91.88,1.78,V,49,0,0,0,27,5,0,N,2,4,4
54.97,1.71,V,45,0,0,7,0,3,0,S,3,4,3
72.15,1.58,M,42,0,9,0,0,1,0,N,3,4,4
54.1,1.67,M,56,50,0,0,0,0,0,N,1,2,3
99.74,1.76,V,20,0,0,3,19,14,0,N,2,4,4
67.51,1.64,M,43,0,1,0,5,7,0,S,1,3,3
106.21,1.77,V,45,50,10,3,0,10,2,S,1,2,1
51.44,1.62,M,31,0,0,0,0,0,0,N,1,3,4
78.74,1.68,M,50,0,0,3,21,9,0,N,2,3,3
107.61,1.71,M,66,80,17,0,0,1,1,N,2,3,3
84.54,1.69,M,42,20,10,1,0,0,0,N,2,4,3
87.42,1.87,V,54,110,0,3,11,6,0,N,1,4,4
94.87,1.61,M,29,20,0,1,10,20,0,N,1,1,0
61.12,1.69,V,34,80,0,0,12,1,3,N,4,4,4
85.8,1.76,V,34,0,2,0,14,7,0,N,3,4,4
67.82,1.74,V,22,30,0,5,7,3,0,N,2,4,4
91.38,1.85,V,52,0,0,2,19,6,1,N,1,2,2
58.85,1.76,V,52,0,1,0,0,0,0,N,2,4,4
69.52,1.72,V,38,0,0,4,4,0,0,N,0,2,2
91.9,1.7,V,18,0,9,3,0,0,0,N,0,3,2
99.63,1.63,M,56,10,15,0,11,1,NA,N,1,3,4
59.25,1.66,M,23,0,0,2,0,0,0,N,2,3,4
89.19,1.73,M,67,0,5,0,11,6,2,N,2,1,0
65.48,1.68,V,26,0,0,0,0,0,0,S,1,1,2
63.16,1.71,M,34,0,1,0,0,0,0,N,3,4,3
79.59,1.68,M,18,40,0,0,0,7,0,N,0,1,1
89.17,1.87,V,43,20,0,3,16,9,0,N,4,4,3
51.46,1.6,M,52,0,0,5,13,0,0,N,1,3,3
114.24,1.69,M,48,0,5,0,33,21,3,N,1,2,2
88.4,1.78,V,60,0,6,0,4,0,0,N,1,1,3
49.51,1.61,M,61,100,0,3,0,0,0,N,1,2,2
94.54,1.67,M,33,0,8,2,8,5,0,S,2,3,3
71.6,1.65,M,53,0,0,0,19,9,0,N,1,4,3
112.9,1.68,M,62,90,11,1,19,11,4,N,1,1,0
93.78,1.84,V,43,90,8,3,1,0,0,N,1,3,4
87.49,1.68,M,51,0,6,0,5,4,3,N,2,1,1
84.17,1.74,V,27,30,4,4,0,1,0,N,1,2,0
79.12,1.57,M,38,40,9,1,1,4,0,N,1,3,2
94.73,1.82,V,49,0,8,0,0,4,0,N,3,4,4
87.86,1.72,V,42,20,0,0,19,10,0,N,1,3,4
81.65,1.8,V,52,0,2,0,1,0,0,N,0,0,1
100.19,1.65,M,37,0,12,2,10,6,0,N,3,3,4
79.76,1.7,V,44,0,7,0,0,1,0,N,2,4,4
92.11,1.77,V,25,0,3,0,12,1,0,N,1,2,2
70.78,1.65,M,36,0,0,4,9,6,0,N,1,2,2
63.25,1.62,M,25,0,0,0,1,1,0,N,1,3,2
99.37,1.82,V,67,0,9,2,10,4,0,N,2,4,4
62.94,1.68,M,18,90,0,4,8,0,5,N,2,3,1
92.04,1.66,M,22,30,0,1,9,14,0,N,0,1,0
91.37,1.8,V,43,30,0,5,10,8,0,N,2,1,1
123.9,1.76,V,40,50,17,0,16,6,0,N,0,2,1
75.99,1.63,M,46,50,1,0,12,5,0,N,2,2,1
102.85,1.79,V,76,0,10,0,11,2,2,N,3,3,3
62.55,1.73,M,26,0,0,7,0,3,0,N,0,1,1
73.51,1.65,V,55,0,9,5,0,0,0,N,1,4,3
93.08,1.73,V,50,170,7,7,0,7,0,N,0,1,0
100.03,1.66,M,61,60,16,0,0,2,0,N,0,2,3
94.86,1.54,M,31,0,13,0,2,5,0,N,1,0,0
70.41,1.72,V,39,0,0,6,7,3,0,S,1,1,1
64.95,1.73,V,25,0,0,0,0,0,0,N,1,2,3
75.34,1.59,M,18,0,0,0,8,4,0,N,0,1,0
82.71,1.77,V,24,110,3,4,4,5,7,N,2,2,2
60.9,1.66,M,34,140,0,5,11,3,0,N,2,3,4
74.25,1.77,M,60,0,0,0,11,0,0,N,0,0,1
91.07,1.76,V,51,70,4,0,0,6,0,N,0,0,2
90,1.5,M,65,0,12,6,17,10,0,N,2,1,0
89.12,1.75,V,65,0,0,2,13,9,0,N,1,1,0
75.14,1.65,M,53,50,4,6,0,10,2,N,1,1,1
47.62,1.6,M,69,0,0,4,3,1,0,S,1,3,4
48.99,1.61,M,57,0,0,6,3,1,0,N,0,2,0
103.51,1.71,V,22,0,16,6,0,0,0,N,1,3,2
98,1.75,V,18,0,3,2,2,7,0,N,2,2,2
85.76,1.65,V,43,0,7,0,2,9,0,N,2,3,4
81.87,1.71,V,34,0,2,0,8,6,0,N,2,2,3
74.64,1.58,M,50,50,7,0,1,0,0,N,2,1,1
122.57,1.83,V,42,30,8,0,12,3,0,N,0,0,0
49.6,1.66,M,43,20,0,6,3,0,0,N,2,4,4
62.67,1.64,M,35,0,0,0,2,0,0,N,1,2,1
79.61,1.73,V,18,0,0,8,3,9,0,S,0,1,2
79.7,1.8,V,39,0,2,0,0,6,0,N,2,4,4
80.64,1.6,M,39,0,8,4,0,1,0,N,0,0,0
83.96,1.77,V,22,0,0,3,9,3,0,N,1,1,0
62.13,1.7,M,27,0,0,2,5,0,0,N,2,3,4
62.58,1.71,V,38,0,0,3,0,8,0,N,1,3,4
69.02,1.62,M,37,0,0,2,9,8,0,N,4,4,3
63.98,1.69,M,34,70,0,3,0,3,0,N,2,3,3
85.34,1.67,M,30,0,3,4,13,8,0,N,1,2,3
99.91,1.74,M,18,0,1,3,14,9,0,N,0,0,0
74.52,1.73,V,18,0,1,0,0,6,0,N,2,3,3
53.06,1.68,M,48,0,0,4,0,0,0,N,1,1,2
75.84,1.84,V,79,0,2,4,2,10,1,N,4,4,3
56.44,1.71,V,35,0,0,2,0,0,0,N,1,3,3
61.86,1.75,M,31,10,0,5,3,0,0,N,2,2,1
64.83,1.69,M,24,0,0,2,0,3,0,N,0,2,2
73.97,1.69,V,59,20,2,0,4,4,0,N,1,1,1
62.13,1.64,M,53,0,0,4,0,5,0,N,2,2,0
83.33,1.76,V,55,0,3,1,16,0,0,S,1,3,2
67.61,1.79,V,58,0,0,4,5,5,0,N,3,2,1
89.01,1.63,M,18,0,4,7,11,16,0,N,2,3,4
81.57,1.81,V,29,60,0,2,1,0,0,N,1,0,0
75.03,1.75,V,38,0,0,2,3,0,0,N,1,2,0
90.1,1.82,V,42,0,5,2,5,4,0,N,2,3,3
73.12,1.7,M,31,0,0,0,7,6,0,N,0,2,3
49,1.65,M,50,0,3,7,0,0,0,N,2,3,4
111.56,1.67,V,29,0,14,3,10,11,0,N,2,2,2
63.88,1.74,V,34,30,0,2,11,0,0,N,3,4,3
108.66,1.68,M,36,0,16,5,1,0,0,N,2,2,2
89.68,1.69,M,59,0,7,1,19,5,0,N,3,3,4
102.63,1.67,M,31,0,15,0,0,0,2,N,3,2,3
84.28,1.78,V,43,40,0,2,18,9,0,N,3,4,4
99.91,1.74,M,23,50,0,0,13,14,0,N,0,1,2
57.99,1.65,M,44,40,0,0,3,0,2,N,1,2,2
67.98,1.83,V,61,30,0,2,1,0,0,N,0,1,2
48.41,1.64,M,63,0,0,7,0,0,0,N,0,1,1
80.52,1.77,V,40,0,0,4,0,9,0,N,2,2,2
68.05,1.64,V,18,0,0,3,5,3,0,N,2,2,1
87.86,1.72,M,52,0,6,1,6,4,0,S,2,2,2
75.32,1.62,M,21,0,0,0,10,7,1,N,2,3,2
91.43,1.74,V,36,30,0,5,15,13,0,N,1,2,4
83.33,1.76,V,52,50,0,1,7,8,0,N,1,2,2
94.82,1.67,M,59,0,10,0,11,4,0,N,3,2,1
125.32,1.77,V,23,0,20,1,0,2,0,N,0,2,1
58.3,1.78,V,48,0,0,0,2,0,0,N,1,3,4
114.35,1.77,V,18,10,7,8,8,14,0,N,0,2,2
92.92,1.79,V,47,0,0,1,11,7,0,N,0,0,0
102.4,1.6,M,41,0,22,4,6,2,0,N,0,2,2
59.52,1.66,M,50,120,0,0,0,0,0,N,0,1,1
52.08,1.56,M,42,0,0,0,0,2,0,N,2,3,4
99.56,1.67,M,48,100,6,0,20,10,0,N,3,3,2
102.4,1.6,M,29,0,17,0,0,4,0,N,0,1,1
75.86,1.67,M,25,0,0,6,12,6,1,N,0,0,0
63.98,1.65,M,45,60,0,0,4,6,0,N,1,2,3
61.53,1.68,V,60,0,0,0,8,6,0,N,3,4,3
123.9,1.76,V,47,0,24,2,0,0,0,N,3,4,3
99.39,1.69,V,38,0,10,3,0,9,0,N,2,3,3
73.16,1.64,M,26,0,0,0,6,6,5,N,1,1,2
108.9,1.65,M,56,10,29,1,8,0,0,N,2,4,4
71.69,1.69,V,49,0,4,6,0,0,0,N,0,0,1
81.57,1.68,M,18,0,0,0,14,10,4,N,3,4,4
76.36,1.78,V,29,30,0,2,9,4,0,N,1,2,2
73.7,1.52,M,54,30,0,2,24,20,0,N,3,3,4
53.25,1.72,V,55,0,0,2,0,0,NA,N,2,2,2
68.1,1.6,M,30,0,0,0,7,5,0,N,2,3,2
86.36,1.75,V,27,0,0,0,15,2,0,N,2,1,1
68.35,1.6,M,24,120,0,2,5,9,4,N,1,3,4
115.83,1.73,V,34,50,12,0,5,2,0,N,0,0,0
75.72,1.7,M,44,0,0,0,0,9,0,N,0,2,2
110.28,1.77,V,45,120,0,1,26,15,0,N,1,2,3
71.45,1.74,V,32,0,0,1,5,0,0,N,0,0,1
67.17,1.68,M,25,0,0,1,8,2,1,N,3,3,3
86.3,1.65,M,29,0,8,0,0,0,0,S,0,1,1
53.27,1.67,M,69,20,0,7,0,4,1,N,1,2,2
67.72,1.8,V,38,0,0,3,0,0,0,N,0,2,3
75.3,1.67,M,45,0,5,0,0,0,2,N,1,2,1
67.72,1.8,V,55,80,3,4,0,2,0,N,3,4,4
85.34,1.67,V,18,0,0,0,20,4,0,N,1,1,2
44.37,1.57,M,57,0,0,4,0,0,0,N,2,4,4
62.99,1.62,M,61,0,3,1,0,3,0,N,2,1,1
89.43,1.61,M,51,0,9,8,0,11,0,N,0,1,1
81.44,1.67,M,33,0,0,0,14,10,NA,N,1,2,1
93.41,1.82,V,54,0,6,2,0,0,0,N,0,2,0
74.26,1.72,M,20,0,0,0,3,2,0,N,1,2,2
77.52,1.73,V,47,110,0,0,14,3,0,N,2,3,4
84.89,1.8,V,48,0,2,3,5,2,0,N,0,1,0
98.54,1.78,V,32,0,9,4,8,2,0,N,0,3,3
101,1.65,M,18,0,10,0,2,8,0,N,1,3,2
99.01,1.67,M,75,0,3,1,16,16,0,N,1,1,1
100.53,1.69,V,39,0,0,0,13,16,0,N,0,0,0
62.1,1.78,V,35,0,0,2,6,0,0,N,3,4,4
54.2,1.63,M,20,0,0,4,0,2,0,N,0,3,3
64.21,1.66,M,51,20,0,3,7,0,0,N,0,0,0
87.13,1.62,M,40,0,13,0,0,0,0,N,2,3,3
57.1,1.72,V,23,20,0,8,0,1,0,N,2,3,2
122.5,1.75,V,46,0,15,4,0,7,0,N,0,0,0
88.82,1.69,M,38,230,0,0,17,8,0,N,3,2,2
69.86,1.77,V,31,0,0,0,0,0,0,N,2,4,4
112.61,1.68,M,21,110,15,2,0,0,0,N,1,2,1
77.5,1.61,M,45,0,8,0,6,0,3,N,1,3,4
83.64,1.76,V,31,20,0,0,8,10,0,N,1,3,3
69.89,1.82,V,45,0,0,4,0,2,0,N,1,2,1
82.69,1.6,M,39,0,11,2,0,6,0,N,1,4,4
85.91,1.56,M,18,40,9,0,0,4,0,N,0,2,1
90.03,1.68,M,53,0,6,2,4,6,0,N,0,1,2
79.26,1.77,V,36,0,1,0,0,3,0,N,1,2,2
90.73,1.84,V,50,130,0,1,17,8,0,N,2,3,3
69.01,1.71,V,40,0,0,0,2,3,0,N,2,4,4
80.44,1.68,V,59,0,0,3,22,12,0,N,2,4,4
67.82,1.74,V,65,20,0,0,0,0,0,N,1,1,0
81.13,1.65,M,18,0,2,0,0,7,0,N,0,1,1
70.41,1.63,M,21,50,0,0,17,0,0,N,1,2,3
70.11,1.81,V,33,70,0,0,0,1,0,N,3,4,4
66.38,1.71,V,28,0,0,1,0,1,0,N,2,3,2
66.29,1.76,V,52,0,0,0,8,0,0,N,2,2,4
88.45,1.66,V,30,100,7,2,6,7,0,N,2,4,4
122.5,1.75,V,32,0,16,5,0,6,0,N,1,0,0
51.46,1.6,M,60,0,0,0,0,0,0,N,1,2,2
78.14,1.65,M,32,130,7,2,0,0,1,N,1,3,0
67.39,1.61,M,18,0,0,1,7,6,0,N,2,4,4
87.68,1.63,M,44,0,0,0,8,16,0,N,1,2,3
93.35,1.7,M,30,0,0,0,20,10,0,N,0,3,3
70.25,1.61,M,24,0,6,3,0,0,0,N,2,4,2
56.88,1.59,M,33,10,0,4,3,4,0,N,2,2,3
111.64,1.73,M,22,0,8,0,17,5,0,N,1,3,2
82.36,1.7,V,55,30,10,5,5,0,9,N,0,1,1
89.35,1.78,V,35,20,0,4,7,7,0,N,2,1,0
101.77,1.72,V,37,0,7,4,9,8,0,N,0,1,1
114.38,1.78,V,41,10,12,2,0,5,0,N,0,1,2
72.78,1.72,M,31,30,0,0,11,0,2,N,1,1,2
74.68,1.66,M,27,180,0,1,0,7,0,N,1,1,1
79.47,1.7,M,27,0,3,2,8,0,0,N,2,3,3
68.32,1.64,M,29,10,4,0,0,3,0,N,2,4,4
101.35,1.61,M,34,0,14,2,13,6,0,N,1,2,2
58.19,1.71,V,47,0,0,6,0,0,0,S,2,1,0
97.39,1.75,V,64,0,12,0,0,3,0,N,2,4,4
79.74,1.85,V,28,0,0,2,0,0,0,N,0,1,1
56.17,1.58,M,42,0,2,0,0,1,0,N,2,3,2
95.68,1.69,M,28,0,0,1,28,15,0,N,2,4,4
81.65,1.61,M,48,10,6,2,8,8,0,N,2,3,2
65.76,1.68,M,56,0,0,2,0,5,0,N,1,1,1
73.1,1.76,V,39,0,0,8,12,1,0,N,2,1,1
130.74,1.89,V,43,0,14,4,0,4,0,N,1,2,1
82.27,1.67,V,50,10,0,2,5,12,0,N,1,1,0
79.34,1.64,M,30,0,8,3,0,0,0,N,2,1,0
68.46,1.76,V,57,0,0,0,4,0,0,N,1,1,0
69.93,1.64,M,33,0,0,1,13,6,0,N,2,4,4
107.46,1.77,V,22,0,0,1,16,14,0,N,2,2,2
63.45,1.71,V,52,0,0,0,0,4,0,N,0,2,2
57.17,1.65,M,50,0,0,1,6,0,0,N,2,3,0
98.98,1.64,M,18,0,0,0,28,14,0,N,3,4,2
64.25,1.65,M,30,80,0,0,2,3,0,N,2,3,3
107.18,1.74,V,54,0,5,0,19,10,0,N,1,2,1
70.09,1.56,M,63,0,12,5,4,0,0,N,0,3,3
103.39,1.77,V,18,0,9,0,2,0,0,N,2,2,1
90.82,1.69,V,48,70,0,3,23,8,0,S,0,0,0
62.67,1.64,V,69,110,0,1,5,3,2,N,0,0,0
83.04,1.71,M,20,30,6,0,10,0,0,N,2,4,4
90.96,1.75,V,44,0,0,0,20,9,0,N,2,3,3
73.03,1.73,M,69,0,0,0,14,5,0,N,2,2,3
77.38,1.77,V,18,10,1,0,2,0,0,N,0,1,3
73.07,1.72,V,19,60,0,0,1,2,0,N,2,3,2
80.6,1.67,M,25,20,7,0,2,0,0,N,1,3,4
58.32,1.61,V,43,0,4,0,0,0,0,N,1,3,4
66.93,1.67,V,48,0,4,0,0,0,0,N,3,3,4
71.3,1.72,M,37,0,0,4,2,3,0,N,1,2,1
73.07,1.72,M,43,0,0,2,3,6,0,N,1,1,1
96.18,1.63,M,32,0,13,0,2,0,0,N,1,2,0
56.62,1.74,V,38,0,0,6,8,0,0,N,1,3,3
76.76,1.77,V,20,0,1,1,0,1,0,N,1,2,0
68.1,1.6,M,23,0,0,3,0,7,0,N,2,1,1
78.14,1.65,M,43,0,3,0,0,8,0,N,0,0,0
101.57,1.79,V,60,0,2,0,14,15,0,N,1,3,4
58.69,1.66,M,25,30,0,3,11,0,0,N,3,4,4
78.41,1.8,V,51,150,0,2,8,4,0,N,1,2,1
44.45,1.55,M,51,10,0,3,0,0,0,N,0,3,4
70.56,1.67,M,53,0,2,4,0,5,0,N,0,0,0
81.43,1.78,V,43,0,2,0,10,0,0,N,0,2,2
72.96,1.65,M,48,20,0,2,10,8,0,N,1,3,2
70.51,1.65,M,36,0,0,2,5,8,0,N,2,3,2
49.6,1.66,M,38,0,0,5,0,0,1,N,3,4,4
87.57,1.72,M,54,0,7,0,0,0,0,S,1,0,0
68.2,1.7,M,35,0,1,5,0,3,0,N,2,2,3
119.85,1.84,V,30,0,10,0,0,0,0,N,1,1,0
88.08,1.78,V,37,0,0,6,17,11,2,N,1,2,2
101.3,1.62,M,30,0,15,1,0,0,0,N,1,2,3
80.48,1.78,V,41,80,0,0,6,6,0,N,1,1,1
78.38,1.63,M,42,0,1,0,17,8,0,N,2,3,3
99.12,1.76,V,33,0,0,2,11,12,0,N,2,2,1
77.81,1.67,V,47,0,5,2,14,2,0,N,1,2,2
77.76,1.8,V,57,0,0,1,12,5,2,N,4,4,4
116.96,1.71,V,38,40,26,5,0,0,0,N,3,4,4
